Log file open, 11/18/14 03:05:52
LogInit:Display: Running engine for game: MyProject4
LogInit: Version: 4.4.3-0+UE4
LogInit: API Version: 0
LogInit: Compiled (64-bit): Sep 17 2014 07:16:51
LogInit: Build Configuration: Development
LogInit: Branch Name: UE4
LogInit: Command line: 
LogInit: Base directory: D:/Developer/UnrealEngine-4.4.3-release/UnrealEngine-4.4.3-release/Engine/Binaries/Win64/
LogInit: Rocket: 0
[2014.11.18-02.05.52:109][  0]LogTaskGraph: Started task graph with 3 named threads and 4 total threads.
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module TextureFormatUncompressed (31)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module TextureFormatPVR (30)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module TextureFormatDXT (29)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module AudioFormatOpus (28)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module AudioFormatOgg (27)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module AudioFormatADPCM (26)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module Messaging (25)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module IOSTargetPlatform (24)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module WindowsTargetPlatform (23)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module WindowsServerTargetPlatform (22)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module WindowsNoEditorTargetPlatform (21)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module WindowsClientTargetPlatform (20)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module TargetPlatform (19)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module InputCore (18)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module Settings (17)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module ExampleDeviceProfileSelector (14)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module OculusRift (13)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module TextureCompressor (12)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module ShaderCore (11)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module OpenGLDrv (10)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module D3D11RHI (9)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module SlateRHIRenderer (8)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module Renderer (7)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module Engine (6)
[2014.11.18-02.06.06:193][  0]LogModuleManager: Shutting down and abandoning module CoreUObject (5)
[2014.11.18-02.06.06:194][  0]LogModuleManager: Shutting down and abandoning module NetworkFile (4)
[2014.11.18-02.06.06:194][  0]LogModuleManager: Shutting down and abandoning module StreamingFile (3)
[2014.11.18-02.06.06:194][  0]LogModuleManager: Shutting down and abandoning module SandboxFile (2)
[2014.11.18-02.06.06:194][  0]LogModuleManager: Shutting down and abandoning module PakFile (1)
[2014.11.18-02.06.06:194][  0]LogExit: Exiting.
[2014.11.18-02.06.06:204][  0]Log file closed, 11/18/14 03:06:06
